E / V,j / uA cm-2
0.8377,-3.38
0.8377,-3.4232
0.8374,-3.326
0.8371,-3.4124
0.8365,-3.3908
0.8362,-3.3153
0.8359,-3.4232
0.8359,-3.3584
0.8356,-3.3368
0.8353,-3.434
0.835,-3.3368
0.8346,-3.3692
0.8343,-3.4232
0.8337,-3.326
0.8334,-3.4016
0.8334,-3.4124
0.8328,-3.326
0.8328,-3.434
0.8325,-3.3908
0.8322,-3.3368
0.8319,-3.4556
0.8316,-3.3692
0.8313,-3.3692
0.831,-3.4556
0.8307,-3.3476
0.8304,-3.4016
0.8301,-3.4448
0.8298,-3.3368
0.8295,-3.434
0.8292,-3.4232
0.8288,-3.3584
0.8285,-3.4664
0.8282,-3.4016
0.8279,-3.38
0.8276,-3.4772
0.8273,-3.3908
0.827,-3.4124
0.8267,-3.4772
0.8264,-3.38
0.8261,-3.4448
0.8258,-3.4664
0.8255,-3.38
0.8255,-3.488
0.8252,-3.4448
0.8246,-3.4016
0.8243,-3.4988
0.8243,-3.4232
0.824,-3.434
0.8237,-3.5204
0.8234,-3.4232
0.823,-3.488
0.8227,-3.5204
0.8224,-3.4232
0.8221,-3.5204
0.8215,-3.5096
0.8212,-3.4448
0.8212,-3.5528
0.8209,-3.4988
0.8206,-3.4772
0.8203,-3.5744
0.82,-3.488
0.8197,-3.5096
0.8194,-3.5852
0.8191,-3.488
0.8188,-3.5636
0.8185,-3.5852
0.8182,-3.4988
0.8179,-3.6068
0.8176,-3.5744
0.8173,-3.5312
0.8169,-3.6392
0.8166,-3.5636
0.8163,-3.5744
0.816,-3.65
0.8157,-3.5636
0.8154,-3.6284
0.8151,-3.6608
0.8148,-3.5744
0.8145,-3.6716
0.8142,-3.6608
0.8139,-3.596
0.8136,-3.704
0.8133,-3.6608
0.813,-3.65
0.813,-3.7472
0.8124,-3.6608
0.8121,-3.6932
0.8118,-3.758
0.8115,-3.6716
0.8111,-3.7472
0.8108,-3.7688
0.8108,-3.6932
0.8105,-3.8012
0.8099,-3.7688
0.8096,-3.7364
0.8093,-3.8444
0.809,-3.7688
0.8087,-3.7796
0.8084,-3.866
0.8084,-3.7796
0.8081,-3.8444
0.8075,-3.8876
0.8072,-3.812
0.8069,-3.8984
0.8066,-3.8984
0.8063,-3.8444
0.806,-3.9524
0.806,-3.9092
0.8057,-3.8984
0.8053,-3.9956
0.805,-3.9092
0.8044,-3.9524
0.8041,-4.0172
0.8041,-3.9416
0.8038,-4.0172
0.8035,-4.0496
0.8032,-3.974
0.8029,-4.082
0.8026,-4.0496
0.8023,-4.0172
0.802,-4.136
0.8017,-4.0712
0.8014,-4.082
0.8011,-4.1684
0.8008,-4.082
0.8005,-4.1467
0.8002,-4.19
0.7999,-4.1144
0.7996,-4.2224
0.7992,-4.2224
0.7989,-4.1684
0.7986,-4.2764
0.7983,-4.2439
0.798,-4.2332
0.7977,-4.3303
0.7974,-4.2547
0.7971,-4.2979
0.7968,-4.3627
0.7965,-4.2872
0.7962,-4.3627
0.7959,-4.3951
0.7956,-4.3412
0.7953,-4.4383
0.795,-4.4275
0.7947,-4.3951
0.7944,-4.5031
0.7941,-4.4383
0.7938,-4.4599
0.7934,-4.5463
0.7931,-4.4707
0.7928,-4.5463
0.7925,-4.5895
0.7922,-4.5139
0.7919,-4.6111
0.7916,-4.6219
0.7913,-4.5787
0.791,-4.6867
0.791,-4.6435
0.7904,-4.6435
0.7901,-4.7515
0.7898,-4.6867
0.7895,-4.7191
0.7895,-4.7839
0.7889,-4.7191
0.7889,-4.8055
0.7886,-4.8379
0.788,-4.7839
0.7876,-4.8919
0.7873,-4.8703
0.787,-4.8487
0.7867,-4.9567
0.7867,-4.9027
0.7864,-4.9243
0.7861,-5.0215
0.7858,-4.9459
0.7852,-5.0215
0.7849,-5.0646
0.7846,-4.9999
0.7846,-5.0971
0.784,-5.1079
0.784,-5.0755
0.7837,-5.1942
0.7834,-5.1511
0.7828,-5.1511
0.7828,-5.2591
0.7822,-5.1942
0.7822,-5.2482
0.7819,-5.3131
0.7815,-5.2591
0.7812,-5.3454
0.7809,-5.3778
0.7806,-5.3238
0.7803,-5.4534
0.78,-5.4318
0.7797,-5.4102
0.7794,-5.5398
0.7791,-5.475
0.7788,-5.5074
0.7785,-5.5938
0.7779,-5.5398
0.7775,-5.6154
0.7773,-5.6694
0.777,-5.6154
0.7767,-5.7234
0.7764,-5.745
0.7761,-5.7126
0.7758,-5.8314
0.7755,-5.799
0.7752,-5.8098
0.7749,-5.9286
0.7745,-5.8746
0.7743,-5.9286
0.7739,-6.015
0.7736,-5.961
0.7733,-6.0582
0.773,-6.1013
0.7728,-6.069
0.7725,-6.1878
0.7721,-6.1878
0.7718,-6.1878
0.7715,-6.3173
0.7712,-6.2741
0.771,-6.3173
0.7707,-6.4253
0.7703,-6.3821
0.7701,-6.4793
0.7698,-6.5549
0.7695,-6.5117
0.7692,-6.6413
0.7688,-6.6737
0.7685,-6.6629
0.7683,-6.8033
0.768,-6.7925
0.7677,-6.8141
0.7674,-6.9545
0.767,-6.9221
0.7668,-6.9977
0.7665,-7.1057
0.7662,-7.0732
0.7659,-7.2028
0.7656,-7.2676
0.7652,-7.246
0.765,-7.3972
0.7646,-7.4188
0.7643,-7.4512
0.764,-7.6024
0.7638,-7.5916
0.7634,-7.6564
0.7631,-7.8076
0.7628,-7.786
0.7625,-7.9048
0.7623,-8.0127
0.762,-8.0019
0.7617,-8.1639
0.7614,-8.2287
0.7611,-8.2395
0.7608,-8.4123
0.7605,-8.4339
0.7602,-8.4987
0.7599,-8.6715
0.7595,-8.6715
0.7593,-8.7795
0.759,-8.9306
0.7587,-8.9306
0.7584,-9.0926
0.758,-9.2006
0.7577,-9.2222
0.7575,-9.4058
0.7572,-9.4706
0.7569,-9.5246
0.7566,-9.719
0.7562,-9.7406
0.7559,-9.8485
0.7557,-10.0213
0.7554,-10.0213
0.7551,-10.1725
0.7548,-10.3129
0.7545,-10.3237
0.7542,-10.5073
0.7539,-10.5937
0.7536,-10.6369
0.7533,-10.8312
0.753,-10.8637
0.7527,-10.9392
0.7524,-11.1228
0.7521,-11.1228
0.7518,-11.2416
0.7515,-11.382
0.7512,-11.3712
0.7508,-11.5224
0.7505,-11.6196
0.7502,-11.598
0.75,-11.7708
0.7497,-11.7924
0.7493,-11.8031
0.749,-11.9544
0.7488,-11.9327
0.7485,-11.9759
0.7482,-12.0947
0.7479,-12.0299
0.7475,-12.1163
0.7473,-12.1703
0.747,-12.0839
0.7467,-12.1919
0.7464,-12.1703
0.7461,-12.1055
0.7457,-12.1919
0.7455,-12.1055
0.7452,-12.0623
0.7449,-12.1271
0.7446,-11.9975
0.7443,-11.9867
0.744,-11.9867
0.7436,-11.8356
0.7433,-11.8464
0.743,-11.7924
0.7428,-11.6304
0.7425,-11.6412
0.7421,-11.5224
0.7418,-11.382
0.7415,-11.3928
0.7412,-11.2092
0.741,-11.112
0.7407,-11.0904
0.7403,-10.8745
0.74,-10.8097
0.7397,-10.7232
0.7394,-10.5181
0.7392,-10.4857
0.7389,-10.3453
0.7385,-10.1617
0.7383,-10.1401
0.738,-9.9565
0.7377,-9.8054
0.7374,-9.773
0.7371,-9.557
0.7367,-9.4598
0.7365,-9.395
0.7362,-9.179
0.7358,-9.1358
0.7356,-9.0278
0.7352,-8.8227
0.7349,-8.8119
0.7346,-8.6499
0.7343,-8.4987
0.7341,-8.4879
0.7338,-8.3043
0.7334,-8.2071
0.7331,-8.1855
0.7328,-7.9912
0.7325,-7.9479
0.7323,-7.8832
0.7319,-7.6888
0.7316,-7.6888
0.7313,-7.5808
0.731,-7.4404
0.7308,-7.4512
0.7305,-7.3108
0.7302,-7.2028
0.7299,-7.2245
0.7295,-7.0625
0.7292,-7.0192
0.729,-7.0085
0.7287,-6.8465
0.7284,-6.8465
0.728,-6.7925
0.7277,-6.6521
0.7275,-6.6845
0.7272,-6.5873
0.7269,-6.4901
0.7266,-6.5333
0.7262,-6.4037
0.7259,-6.3605
0.7257,-6.3929
0.7254,-6.2418
0.7251,-6.2525
0.7248,-6.2309
0.7244,-6.0906
0.7242,-6.1338
0.7238,-6.0798
0.7235,-5.9826
0.7233,-6.0366
0.723,-5.9394
0.7227,-5.8962
0.7224,-5.9394
0.7221,-5.8206
0.7218,-5.8098
0.7215,-5.8314
0.7212,-5.7126
0.7208,-5.745
0.7205,-5.7234
0.7202,-5.6262
0.72,-5.6802
0.7197,-5.6154
0.7194,-5.5506
0.719,-5.6154
0.7187,-5.5182
0.7185,-5.4966
0.7182,-5.5506
0.7179,-5.4318
0.7175,-5.4642
0.7173,-5.4642
0.7169,-5.3562
0.7167,-5.421
0.7164,-5.3778
0.7161,-5.3022
0.7157,-5.3778
0.7155,-5.2914
0.7152,-5.2591
0.7149,-5.3238
0.7146,-5.2159
0.7143,-5.2266
0.714,-5.2699
0.7137,-5.1619
0.7134,-5.2051
0.7131,-5.2051
0.7128,-5.1079
0.7125,-5.1834
0.7121,-5.1186
0.7118,-5.0755
0.7115,-5.1403
0.7113,-5.0539
0.711,-5.0539
0.7107,-5.1079
0.7103,-4.9999
0.71,-5.0431
0.7097,-5.0431
0.7094,-4.9459
0.7092,-5.0215
0.7089,-4.9783
0.7085,-4.9135
0.7082,-4.9891
0.708,-4.9243
0.7077,-4.8919
0.7074,-4.9567
0.7071,-4.8595
0.7067,-4.8811
0.7065,-4.9243
0.7062,-4.8271
0.7059,-4.8811
0.7056,-4.8703
0.7053,-4.7947
0.705,-4.8595
0.7046,-4.8055
0.7043,-4.7731
0.7041,-4.8487
0.7038,-4.7623
0.7035,-4.7623
0.7031,-4.8055
0.7029,-4.7083
0.7025,-4.7515
0.7023,-4.7731
0.702,-4.6759
0.7016,-4.7407
0.7013,-4.7191
0.701,-4.6543
0.7008,-4.7299
0.7005,-4.6651
0.7002,-4.6435
0.6998,-4.7083
0.6996,-4.6219
0.6993,-4.6435
0.699,-4.6759
0.6987,-4.5787
0.6984,-4.6327
0.698,-4.6327
0.6977,-4.5571
0.6975,-4.6327
0.6972,-4.5895
0.6969,-4.5463
0.6966,-4.6219
0.6962,-4.5463
0.696,-4.5463
0.6957,-4.6003
0.6954,-4.5031
0.6951,-4.5463
0.6948,-4.5571
0.6944,-4.4599
0.6942,-4.5355
0.6938,-4.5139
0.6935,-4.4491
0.6933,-4.5355
0.693,-4.4707
0.6926,-4.4491
0.6923,-4.5247
0.6921,-4.4275
0.6918,-4.4491
0.6915,-4.4815
0.6912,-4.3951
0.6909,-4.4599
0.6905,-4.4599
0.6903,-4.3843
0.69,-4.4599
0.6897,-4.4167
0.6894,-4.3735
0.689,-4.4491
0.6888,-4.3735
0.6885,-4.3735
0.6882,-4.4275
0.6879,-4.3412
0.6876,-4.3843
0.6872,-4.3951
0.6869,-4.3087
0.6867,-4.3843
0.6864,-4.3627
0.6861,-4.3087
0.6858,-4.3843
0.6855,-4.3303
0.6852,-4.3087
0.6849,-4.3735
0.6846,-4.2872
0.6843,-4.3195
0.6839,-4.3519
0.6837,-4.2547
0.6833,-4.3195
0.683,-4.3195
0.6827,-4.2547
0.6825,-4.3303
0.6821,-4.2764
0.6818,-4.2547
0.6815,-4.3303
0.6812,-4.2439
0.681,-4.2547
0.6807,-4.2979
0.6803,-4.2116
0.68,-4.2547
0.6797,-4.2655
0.6794,-4.19
0.6792,-4.2655
0.6789,-4.2439
0.6785,-4.19
0.6782,-4.2655
0.6779,-4.2007
0.6777,-4.19
0.6773,-4.2655
0.677,-4.1792
0.6767,-4.2007
0.6764,-4.2332
0.6762,-4.1467
0.6759,-4.2116
0.6756,-4.2116
0.6753,-4.1467
0.6749,-4.2224
0.6746,-4.1792
0.6743,-4.1467
0.6741,-4.2224
0.6738,-4.1467
0.6735,-4.1467
0.6731,-4.2007
0.6728,-4.1144
0.6725,-4.1684
0.6723,-4.1792
0.672,-4.0928
0.6717,-4.1684
0.6713,-4.1467
0.671,-4.0928
0.6707,-4.1792
0.6704,-4.1144
0.6702,-4.1036
0.6699,-4.1684
0.6695,-4.082
0.6692,-4.1144
0.669,-4.1467
0.6687,-4.0712
0.6684,-4.1252
0.6681,-4.1252
0.6677,-4.0604
0.6675,-4.136
0.6672,-4.0928
0.6669,-4.0712
0.6666,-4.136
0.6662,-4.0712
0.666,-4.0712
0.6657,-4.1252
0.6654,-4.0388
0.6651,-4.0928
0.6648,-4.1036
0.6644,-4.0172
0.6642,-4.0928
0.6639,-4.082
0.6635,-4.028
0.6633,-4.1144
0.663,-4.0496
0.6626,-4.0388
0.6623,-4.1036
0.662,-4.028
0.6617,-4.0496
0.6615,-4.082
0.6612,-3.9956
0.6608,-4.0712
0.6605,-4.0712
0.6602,-4.0064
0.66,-4.082
0.6597,-4.028
0.6594,-4.0064
0.659,-4.082
0.6587,-4.0064
0.6585,-4.0172
0.6582,-4.0712
0.6579,-3.9956
0.6576,-4.0388
0.6572,-4.0604
0.6569,-3.9848
0.6567,-4.0604
0.6564,-4.0388
0.6561,-3.9848
0.6558,-4.0712
0.6554,-4.0064
0.6552,-3.9956
0.6549,-4.0604
0.6545,-3.974
0.6543,-4.0064
0.654,-4.0496
0.6536,-3.9632
0.6533,-4.028
0.6531,-4.028
0.6527,-3.9632
0.6525,-4.0496
0.6522,-4.0064
0.6518,-3.974
0.6515,-4.0496
0.6512,-3.974
0.651,-3.9956
0.6506,-4.0388
0.6503,-3.9524
0.65,-4.0064
0.6497,-4.028
0.6494,-3.9524
0.6492,-4.028
0.6488,-4.0064
0.6485,-3.9632
0.6482,-4.0496
0.6479,-3.9848
0.6476,-3.974
0.6474,-4.0388
0.647,-3.9524
0.6467,-3.9956
0.6464,-4.028
0.6461,-3.9524
0.6458,-4.0172
0.6455,-4.0172
0.6453,-3.9524
0.6449,-4.0388
0.6446,-3.9848
0.6443,-3.9632
0.644,-4.0388
0.6438,-3.974
0.6435,-3.9848
0.6431,-4.0388
0.6428,-3.9524
0.6425,-4.0064
0.6422,-4.028
0.642,-3.9524
0.6417,-4.0388
0.6413,-4.0064
0.641,-3.9632
0.6407,-4.0496
0.6405,-3.9848
0.6402,-3.974
0.6399,-4.0496
0.6395,-3.9632
0.6392,-4.0064
0.6389,-4.0388
0.6386,-3.9524
0.6384,-4.028
0.638,-4.0172
0.6377,-3.9632
0.6374,-4.0496
0.6372,-4.0064
0.6369,-3.9848
0.6365,-4.0712
0.6363,-3.9848
0.6359,-4.0064
0.6357,-4.0604
0.6353,-3.9848
0.6351,-4.0388
0.6348,-4.0604
0.6344,-3.9848
0.6341,-4.0712
0.6338,-4.0388
0.6335,-3.9956
0.6333,-4.082
0.633,-4.0064
0.6326,-4.0064
0.6323,-4.082
0.632,-3.9956
0.6317,-4.0388
0.6315,-4.082
0.6312,-3.9956
0.6308,-4.0712
0.6305,-4.0712
0.6302,-4.0064
0.6299,-4.0928
0.6297,-4.0496
0.6294,-4.0172
0.629,-4.1036
0.6287,-4.028
0.6285,-4.0496
0.6282,-4.1144
0.6279,-4.0172
0.6276,-4.082
0.6272,-4.1144
0.6269,-4.028
0.6267,-4.1252
0.6264,-4.0928
0.6261,-4.0496
0.6258,-4.1467
0.6254,-4.082
0.6251,-4.0712
0.6249,-4.1576
0.6245,-4.0604
0.6243,-4.1036
0.624,-4.1467
0.6236,-4.0712
0.6233,-4.1467
0.623,-4.1467
0.6227,-4.082
0.6224,-4.1792
0.6222,-4.1252
0.6218,-4.1036
0.6215,-4.19
0.6212,-4.1036
0.621,-4.136
0.6207,-4.2007
0.6203,-4.1036
0.62,-4.1792
0.6197,-4.2007
0.6194,-4.1144
0.6192,-4.2116
0.6189,-4.19
0.6186,-4.1467
0.6182,-4.2439
0.6179,-4.1684
0.6176,-4.1684
0.6173,-4.2547
0.617,-4.1684
0.6168,-4.2116
0.6164,-4.2547
0.6161,-4.1684
0.6158,-4.2547
0.6155,-4.2547
0.6152,-4.19
0.6149,-4.2979
0.6146,-4.2439
0.6143,-4.2224
0.614,-4.3195
0.6138,-4.2332
0.6135,-4.2655
0.6131,-4.3412
0.6128,-4.2332
0.6125,-4.3087
0.6123,-4.3412
0.6119,-4.2547
0.6117,-4.3519
0.6113,-4.3303
0.611,-4.2764
0.6107,-4.3843
0.6105,-4.3195
0.6102,-4.3195
0.6099,-4.4059
0.6095,-4.3087
0.6092,-4.3627
0.6089,-4.4167
0.6086,-4.3195
0.6083,-4.4167
0.608,-4.4275
0.6077,-4.3519
0.6074,-4.4599
0.6071,-4.4059
0.6068,-4.3843
0.6065,-4.4923
0.6062,-4.4059
0.6059,-4.4275
0.6057,-4.5139
0.6054,-4.4167
0.605,-4.4923
0.6048,-4.5247
0.6045,-4.4275
0.6042,-4.5355
0.6038,-4.5247
0.6035,-4.4707
0.6033,-4.5895
0.603,-4.5139
0.6027,-4.5139
0.6023,-4.6111
0.602,-4.5139
0.6017,-4.5787
0.6015,-4.6327
0.6012,-4.5355
0.6009,-4.6327
0.6005,-4.6435
0.6002,-4.5679
0.5999,-4.6867
0.5997,-4.6327
0.5993,-4.6003
0.599,-4.7299
0.5987,-4.6327
0.5984,-4.6651
0.5982,-4.7515
0.5979,-4.6435
0.5976,-4.7299
0.5972,-4.7731
0.5969,-4.6759
0.5967,-4.7947
0.5963,-4.7839
0.596,-4.7191
0.5958,-4.8595
0.5954,-4.7731
0.5952,-4.7731
0.5948,-4.8919
0.5945,-4.7839
0.5942,-4.8487
0.594,-4.9243
0.5936,-4.8163
0.5933,-4.9243
0.593,-4.9351
0.5927,-4.8595
0.5925,-4.9891
0.5921,-4.9459
0.5918,-4.9135
0.5915,-5.0431
0.5912,-4.9459
0.5909,-4.9783
0.5907,-5.0755
0.5904,-4.9675
0.59,-5.0646
0.5897,-5.1186
0.5894,-5.0107
0.5892,-5.1403
0.5889,-5.1186
0.5885,-5.0646
0.5882,-5.2159
0.5879,-5.1294
0.5877,-5.1294
0.5873,-5.2699
0.587,-5.1511
0.5868,-5.2159
0.5864,-5.3022
0.5861,-5.1942
0.5858,-5.3131
0.5855,-5.3238
0.5852,-5.2374
0.585,-5.3886
0.5846,-5.3346
0.5843,-5.3022
0.584,-5.4642
0.5837,-5.3562
0.5835,-5.3994
0.5832,-5.529
0.5828,-5.3994
0.5825,-5.4966
0.5823,-5.5506
0.5819,-5.4426
0.5817,-5.5938
0.5813,-5.583
0.581,-5.5182
0.5807,-5.6802
0.5805,-5.6046
0.5801,-5.5938
0.5799,-5.7558
0.5795,-5.637
0.5792,-5.7126
0.579,-5.8098
0.5786,-5.6694
0.5783,-5.8206
0.578,-5.8422
0.5777,-5.745
0.5774,-5.9286
0.5771,-5.8854
0.5768,-5.8422
0.5765,-6.015
0.5762,-5.907
0.5759,-5.9394
0.5756,-6.0906
0.5753,-5.961
0.575,-6.0798
0.5748,-6.1553
0.5745,-6.015
0.5742,-6.1878
0.5738,-6.1878
0.5735,-6.123
0.5733,-6.3281
0.573,-6.2418
0.5727,-6.2418
0.5723,-6.4145
0.572,-6.2849
0.5717,-6.3713
0.5715,-6.4901
0.5712,-6.3497
0.5709,-6.5117
0.5705,-6.5549
0.5702,-6.4469
0.5699,-6.6521
0.5697,-6.6089
0.5693,-6.5657
0.5691,-6.7709
0.5687,-6.6629
0.5684,-6.7061
0.5682,-6.8789
0.5678,-6.7277
0.5675,-6.8681
0.5673,-6.9653
0.5669,-6.8249
0.5667,-7.0192
0.5664,-7.03
0.566,-6.9437
0.5658,-7.1705
0.5655,-7.1057
0.5652,-7.0949
0.5649,-7.3216
0.5645,-7.1812
0.5643,-7.2676
0.5639,-7.4296
0.5637,-7.2785
0.5633,-7.462
0.563,-7.5376
0.5627,-7.3972
0.5625,-7.6348
0.5622,-7.6024
0.5618,-7.5484
0.5615,-7.8076
0.5612,-7.6996
0.5609,-7.732
0.5607,-7.9588
0.5604,-7.7968
0.56,-7.9479
0.5597,-8.0884
0.5594,-7.9264
0.5592,-8.1639
0.5589,-8.1963
0.5585,-8.0667
0.5582,-8.3475
0.5579,-8.2935
0.5576,-8.2827
0.5574,-8.5527
0.557,-8.4015
0.5568,-8.5095
0.5564,-8.7147
0.5561,-8.5419
0.5558,-8.7579
0.5555,-8.8659
0.5552,-8.7147
0.555,-9.0063
0.5546,-9.0171
0.5543,-8.9306
0.554,-9.2546
0.5537,-9.1358
0.5535,-9.1682
0.5532,-9.4598
0.5528,-9.287
0.5525,-9.4598
0.5522,-9.6542
0.5519,-9.4706
0.5517,-9.7514
0.5514,-9.8378
0.551,-9.6974
0.5507,-10.0429
0.5505,-9.989
0.5501,-9.9673
0.5498,-10.3237
0.5495,-10.1833
0.5492,-10.2805
0.549,-10.5721
0.5486,-10.3777
0.5483,-10.6261
0.5481,-10.8205
0.5477,-10.6369
0.5474,-10.9824
0.5471,-11.0257
0.5468,-10.9285
0.5466,-11.3388
0.5462,-11.2632
0.5459,-11.3064
0.5456,-11.6844
0.5453,-11.5008
0.545,-11.6844
0.5448,-11.9759
0.5444,-11.7816
0.5441,-12.1055
0.5438,-12.2783
0.5435,-12.1271
0.5433,-12.5483
0.543,-12.5699
0.5427,-12.5267
0.5423,-12.9802
0.542,-12.8614
0.5417,-12.9802
0.5415,-13.4122
0.5412,-13.2286
0.5409,-13.5202
0.5405,-13.8333
0.5402,-13.639
0.54,-14.0601
0.5397,-14.2113
0.5393,-14.1033
0.5391,-14.6217
0.5387,-14.6324
0.5384,-14.6757
0.5382,-15.2156
0.5378,-15.0968
0.5375,-15.3236
0.5373,-15.7771
0.5369,-15.6044
0.5366,-16.0255
0.5363,-16.3603
0.536,-16.2307
0.5357,-16.7922
0.5355,-16.9758
0.5351,-16.965
0.5349,-17.6345
0.5345,-17.6669
0.5343,-17.8397
0.534,-18.4769
0.5336,-18.3904
0.5333,-18.79
0.5331,-19.3731
0.5327,-19.2976
0.5325,-19.8915
0.5322,-20.3343
0.5318,-20.345
0.5315,-21.1442
0.5313,-21.4465
0.5309,-21.6301
0.5307,-22.5048
0.5304,-22.6776
0.53,-23.1311
0.5298,-24.0383
0.5294,-24.1895
0.5292,-24.9238
0.5289,-25.7769
0.5285,-25.9821
0.5282,-26.9971
0.528,-27.7747
0.5276,-28.1958
0.5274,-29.4593
0.5271,-30.1828
0.5267,-30.9063
0.5265,-32.3966
0.5261,-33.1525
0.5258,-34.2972
0.5256,-35.9278
0.5252,-36.7916
0.525,-38.4115
0.5247,-40.2042
0.5243,-41.4027
0.524,-43.5301
0.5238,-45.3984
0.5234,-46.9643
0.5232,-49.5237
0.5228,-51.5538
0.5225,-53.7028
0.5223,-56.6617
0.5219,-58.8429
0.5216,-61.4996
0.5214,-64.5881
0.521,-66.845
0.5207,-69.7824
0.5205,-72.5899
0.5201,-74.6309
0.5199,-77.3415
0.5195,-79.2962
0.5192,-80.5272
0.519,-81.7583
0.5186,-80.959
0.5183,-78.4968
0.5181,-73.9505
0.5177,-66.3156
0.5174,-57.9682
0.5171,-49.3507
0.5168,-41.1221
0.5166,-35.2151
0.5162,-30.442
0.5159,-27.0188
0.5157,-25.4421
0.5153,-23.9843
0.515,-23.3147
0.5148,-23.3795
0.5144,-22.8072
0.5141,-22.8936
0.5138,-23.034
0.5135,-22.5588
0.5132,-22.8504
0.513,-22.7856
0.5126,-22.4076
0.5123,-22.7964
0.512,-22.5372
0.5117,-22.3644
0.5115,-22.7532
0.5112,-22.386
0.5109,-22.4508
0.5105,-22.7532
0.5102,-22.3212
0.5099,-22.602
0.5097,-22.7316
0.5093,-22.3644
0.5091,-22.7964
0.5087,-22.6992
0.5084,-22.4832
0.5082,-22.9584
0.5078,-22.6884
0.5075,-22.6668
0.5073,-23.0448
0.5069,-22.6452
0.5066,-22.8396
0.5063,-23.088
0.506,-22.6992
0.5057,-23.0988
0.5055,-23.1311
0.5051,-22.818
0.5048,-23.2823
0.5045,-23.0988
0.5042,-22.9908
0.504,-23.4443
0.5037,-23.0988
0.5033,-23.1851
0.5031,-23.5307
0.5027,-23.1311
0.5025,-23.4227
0.5022,-23.5631
0.5018,-23.196
0.5015,-23.6279
0.5012,-23.5631
0.5009,-23.3363
0.5007,-23.8115
0.5003,-23.5523
0.5,-23.5523
0.4998,-23.9843
0.4994,-23.6279
0.4992,-23.8439
0.4989,-24.0923
0.4985,-23.6603
0.4983,-24.0167
0.498,-24.0599
0.4976,-23.7467
0.4974,-24.2218
0.497,-24.0383
0.4967,-23.9087
0.4964,-24.373
0.4961,-24.0599
0.4958,-24.1678
0.4955,-24.5242
0.4952,-24.103
0.495,-24.3838
0.4946,-24.535
0.4943,-24.157
0.494,-24.5998
0.4937,-24.535
0.4934,-24.2974
0.4932,-24.7834
0.4928,-24.5242
0.4925,-24.4918
0.4922,-24.913
0.4919,-24.5134
0.4916,-24.6862
0.4914,-24.9454
0.491,-24.5674
0.4907,-24.9454
0.4904,-24.9778
0.4901,-24.643
0.4898,-25.1074
0.4895,-24.9454
0.4892,-24.8158
0.489,-25.2585
0.4886,-24.913
0.4883,-24.9778
0.4881,-25.3341
0.4877,-24.9454
0.4874,-25.2369
0.4872,-25.3881
0.4868,-24.9994
0.4866,-25.4097
0.4863,-25.3341
0.4859,-25.0966
0.4856,-25.5717
0.4853,-25.3125
0.485,-25.2909
0.4848,-25.7121
0.4844,-25.3233
0.4842,-25.4961
0.4838,-25.7553
0.4835,-25.3341
0.4832,-25.6905
0.483,-25.7229
0.4826,-25.3773
0.4824,-25.8417
0.482,-25.6581
0.4817,-25.4961
0.4815,-25.9496
0.4812,-25.6041
0.4808,-25.6797
0.4806,-26.0253
0.4802,-25.6149
0.4799,-25.8741
0.4797,-26.0361
0.4793,-25.6473
0.4791,-26.0684
0.4787,-25.9929
0.4784,-25.7229
0.4782,-26.1872
0.4778,-25.9173
0.4775,-25.8849
0.4773,-26.2952
0.4769,-25.8741
0.4766,-26.0469
0.4763,-26.2952
0.476,-25.8633
0.4757,-26.2088
0.4755,-26.2412
0.4751,-25.8849
0.4748,-26.3492
0.4745,-26.1656
0.4742,-26.0036
0.474,-26.4572
0.4737,-26.1008
0.4733,-26.1656
0.4731,-26.5112
0.4727,-26.0901
0.4725,-26.36
0.4722,-26.5004
0.4718,-26.0684
0.4715,-26.468
0.4712,-26.3924
0.4709,-26.1332
0.4707,-26.6084
0.4703,-26.3276
0.47,-26.2736
0.4698,-26.6624
0.4694,-26.252
0.4691,-26.414
0.4689,-26.6516
0.4685,-26.2088
0.4683,-26.5544
0.4679,-26.576
0.4676,-26.2196
0.4673,-26.684
0.467,-26.4896
0.4667,-26.306
0.4665,-26.7488
0.4661,-26.4032
0.4658,-26.4572
0.4656,-26.7812
0.4652,-26.3276
0.465,-26.5652
0.4647,-26.7056
0.4643,-26.3168
0.4641,-26.738
0.4637,-26.6192
0.4634,-26.3168
0.4632,-26.7704
0.4629,-26.4788
0.4625,-26.414
0.4623,-26.8352
0.4619,-26.414
0.4617,-26.5652
0.4614,-26.7812
0.461,-26.3384
0.4607,-26.6948
0.4604,-26.7272
0.4601,-26.3708
0.4599,-26.8136
0.4595,-26.5976
0.4592,-26.4248
0.4589,-26.8568
0.4586,-26.4788
0.4583,-26.5112
0.458,-26.8244
0.4577,-26.3816
0.4574,-26.6516
0.4572,-26.7812
0.4568,-26.36
0.4566,-26.7488
0.4563,-26.6408
0.4559,-26.3492
0.4557,-26.8028
0.4553,-26.5112
0.455,-26.4248
0.4548,-26.8028
0.4545,-26.3708
0.4542,-26.522
0.4538,-26.7488
0.4535,-26.306
0.4532,-26.63
0.453,-26.63
0.4526,-26.2628
0.4524,-26.7056
0.452,-26.4896
0.4517,-26.3168
0.4515,-26.738
0.4511,-26.3492
0.4508,-26.4032
0.4506,-26.7056
0.4502,-26.2304
0.4499,-26.4572
0.4497,-26.5544
0.4493,-26.1441
0.4491,-26.5436
0.4488,-26.4356
